X,Y,Z,formation
526241.48968922,7494361.51259949,472.,Fault_3496
525855.19764379,7496044.01467372,491.,Fault_3496
524596.27588008,7500098.51540907,551.,Fault_3496
523576.8901202,7501033.50114164,637.,Fault_3496
522189.26567998,7502103.99834995,548.,Fault_3496
539513.18738029,7491597.13566214,591.,Fault_3498
536570.44569593,7495941.11459244,479.,Fault_3498
533038.92839015,7500854.6003846,561.,Fault_3498
532914.74969844,7501129.60123437,558.,Fault_3498
532540.00999317,7501632.11100112,625.,Fault_3498
531092.21003941,7503242.11012067,579.,Fault_3498
530175.96563729,7504196.10320143,564.,Fault_3498
530691.67782143,7466064.85168157,465.,Fault_5001
533227.72113686,7465777.29916842,432.,Fault_5001
538540.5951534,7465381.92093453,425.,Fault_5001
614069.53089092,7477877.17065897,744.,Fault_5249
606698.29090465,7476689.98226057,607.,Fault_5249
603951.05093101,7476474.99019451,614.,Fault_5249
511975.4630899804,7495149.881761031,600.,Fault_5298
514050.67839981,7494421.37898175,560.,Fault_5298
514544.88909549,7494042.89041199,571.,Fault_5298
515821.36177562,7492330.39645184,506.,Fault_5298
516385.87489356,7492021.90023923,515.,Fault_5298
588409.2681253,7426557.57795237,663.,Fault_5445
591731.42050802,7424043.97036069,733.,Fault_5445
592921.96908742,7423390.95729076,833.,Fault_5445
595452.3948356868,7421210.058449306,633.,Fault_5445
575764.21402556,7428998.47744742,452.,Fault_5446
577862.59470685,7427959.47306714,448.,Fault_5446
578715.67594046,7426742.95103885,458.,Fault_5446
579378.92646667,7425768.44382814,577.,Fault_5446
579769.56772562,7425069.92048506,530.,Fault_5446
580327.43125562,7424044.91527674,459.,Fault_5446
580862.11453422,7423124.87444162,545.,Fault_5446
581135.60644259,7422849.38819594,545.,Fault_5446
574470.17798524,7430017.48541002,454.,Fault_5968
576692.02212557,7428086.46421736,444.,Fault_5968
578141.96990214,7425912.9305667,609.,Fault_5968
578808.00385405,7424832.9131198,530.,Fault_5968
579961.25007356,7423152.39045168,494.,Fault_5968
580795.52041988,7421945.38149103,465.,Fault_5968
546577.26028642,7487345.218131,629.,Fault_5993
543986.25772977,7489440.68256884,920.,Fault_5993
543048.60760173,7490190.6702777,615.,Fault_5993
542565.71418112,7490765.15239289,632.,Fault_5993
541941.92443907,7492825.14518688,532.,Fault_5993
541963.19163038,7493283.13978594,560.,Fault_5993
567071.35883587,7435403.87797295,387.,Fault_6508
569133.71126647,7433506.43135983,391.,Fault_6508
571754.54091586,7431225.49264283,434.,Fault_6508
573245.89130232,7429618.97914283,454.,Fault_6508
573491.51946493,7429329.98255435,478.,Fault_6508
577417.10859772,7425637.9303486,492.,Fault_6508
580107.16946596,7422060.88023044,421.,Fault_6508
580895.9640714185,7421210.058449306,415.,Fault_6508
564063.87911676,7481649.37500379,665.,Fault_6519
568367.6804218,7478666.43183189,689.,Fault_6519
570002.34180769,7476048.45008721,749.,Fault_6519
571108.27085228,7474584.94836781,750.,Fault_6519
573868.38830812,7472353.94052541,690.,Fault_6519
574472.83942227,7471924.43141835,681.,Fault_6519
517946.07183157,7488467.89860577,577.,Fault_7099
520303.71612472,7485450.93468321,623.,Fault_7099
522018.43933063,7483621.42923093,563.,Fault_7099
522322.30888126,7483333.43952939,439.,Fault_7099
587472.7745678,7426272.54254093,743.,Fault_7105
589783.87373143,7423714.94625988,664.,Fault_7105
590631.40476342,7422716.40298926,693.,Fault_7105
591609.3777554288,7421210.058449306,520.,Fault_7105
606624.51333821,7430619.89671044,463.,Fault_7580
599741.45315099,7428857.48398611,490.,Fault_7580
598669.13209748,7428405.94126972,499.,Fault_7580
597546.3488693,7428034.39987217,509.,Fault_7580
594794.35768789,7427314.76455475,549.,Fault_7580
597435.90062499,7469126.80152543,633.,Fault_7805
596290.41827952,7465679.99994548,666.,Fault_7805
596190.63046217,7465378.27156165,695.,Fault_7805
595027.83331672,7462915.24827277,962.,Fault_7805
615676.82778589,7456196.79664301,537.,Fault_8174
618777.87025605,7457038.72946189,552.,Fault_8174
621539.31961935,7457342.199038,592.,Fault_8174
625899.45862347,7456828.06797251,713.,Fault_8174
626744.27130524,7456788.05067779,660.,Fault_8174
628014.23986453,7456700.49091313,706.,Fault_8174
630191.86246384,7456275.92122984,662.,Fault_8174
635217.5574011,7456045.85074885,649.,Fault_8174
639574.69204359,7455413.28280878,642.,Fault_8174
641157.9546995,7455218.25762896,647.,Fault_8174
634572.83638027,7449943.20027677,602.,Fault_8390
631424.56878562,7450333.15967265,641.,Fault_8390
627462.61082847,7450852.83174557,600.,Fault_8390
623728.79958232,7451855.58997239,738.,Fault_8390
621485.17070201,7452063.65908466,653.,Fault_8390
619327.50879431,7452065.6974288,586.,Fault_8390
617782.55647621,7452205.74722887,563.,Fault_8390
616877.39366794,7452094.19745912,543.,Fault_8390
616167.23923418,7451928.17128049,537.,Fault_8390
614670.61822355,7451559.60152025,544.,Fault_8390
612221.53805095,7451131.06032639,510.,Fault_8390
609170.80919124,7451247.80011485,510.,Fault_8390
606617.73131687,7451500.4016994,512.,Fault_8390
602769.33101575,7449988.32115665,539.,Fault_8390
598489.68894582,7448532.6895414,529.,Fault_8390
596903.8502962,7448011.14979934,516.,Fault_8390
561160.31452454,7445748.28163765,417.,Fault_8749
560165.69129318,7448803.29219394,424.,Fault_8749
559434.8629111,7451003.78758172,438.,Fault_8749
559138.89553028,7451571.31549366,435.,Fault_8749
520297.18470152,7456162.01143052,355.,Fault_8752
522941.78054269,7453336.35079579,403.,Fault_8752
523713.79035811,7452395.27859058,395.,Fault_8752
526969.8491855,7448130.10337613,393.,Fault_8752
574909.52184889,7444968.56258885,455.,Fault_8909
576803.78136889,7444773.11239454,490.,Fault_8909
577499.16801855,7444863.12010743,487.,Fault_8909
578784.10624734,7445329.15104453,509.,Fault_8909
585654.06560901,7447061.37551848,546.,Fault_8909
577354.45214856,7434270.54516801,433.,Fault_9173
578512.37145906,7432245.54170686,456.,Fault_9173
579095.09078363,7431343.53522155,484.,Fault_9173
580651.85446878,7429467.52874668,487.,Fault_9173
543397.63912555,7447370.43259608,479.,Fault_9401
536840.99090916,7449918.14952738,513.,Fault_9401
532230.43929447,7452509.99932351,474.,Fault_9401
530323.42149822,7453863.52648709,452.,Fault_9401
527915.36059929,7456023.44247946,456.,Fault_9401
527452.28240723,7456769.95917602,429.,Fault_9401
521416.13576964,7482669.93442657,445.,Fault_10762
518845.53649929,7485045.40687333,605.,Fault_10762
517828.8937892,7485749.40160572,819.,Fault_10762
515420.99142353,7487049.87691086,566.,Fault_10762
513662.48491303,7487701.8677979,514.,Fault_10762
606204.5415252402,7421210.058449306,428.,Fault_11396
607398.81067562,7422244.59024652,426.,Fault_11396
608588.45194489,7423275.10953764,426.,Fault_11396
610669.43094306,7425077.59915954,435.,Fault_11396
573949.26786829,7488525.01030281,672.,Fault_11442
574879.33674754,7489218.51870415,677.,Fault_11442
575329.64083475,7489486.02169438,742.,Fault_11442
575232.31883911,7489877.52912369,686.,Fault_11442
575026.9372478,7490125.52045331,686.,Fault_11442
574559.39214413,7490482.50848895,704.,Fault_11442
572095.85234038,7492298.98859906,702.,Fault_11442
568228.63872044,7494814.88763706,804.,Fault_11442
566597.26285684,7495447.3417881,628.,Fault_11442
563343.28677357,7451425.29766984,472.,Fault_12605
566537.66290011,7449916.8272636,447.,Fault_12605
567311.25003116,7449529.85342834,466.,Fault_12605
569335.82701873,7448857.48185542,477.,Fault_12605
557512.47779865,7455967.48422262,514.,Fault_12611
562047.95879831,7454678.97060943,550.,Fault_12611
567821.168921,7454495.55141685,695.,Fault_12611
576528.21910161,7454282.26548003,590.,Fault_12611
582236.50796164,7454230.40940452,584.,Fault_12611
583485.30862603,7454469.4406708,595.,Fault_12611
586457.25933694,7454348.01004881,586.,Fault_12611
590913.49071726,7453617.09944703,542.,Fault_12611
595648.70680254,7452306.19257338,564.,Fault_12611
600845.32392376,7451343.78513389,547.,Fault_12611
511975.4630899804,7461024.768369924,334.,Fault_12618
514214.27760268,7459401.53151935,323.,Fault_12618
517092.7557963,7457585.00838037,386.,Fault_12618
567042.22500496,7475427.86371514,840.,Fault_12627
571177.93168936,7471840.92028696,972.,Fault_12627
571430.65014131,7471508.92028854,720.,Fault_12627
572164.46882037,7470880.42007838,699.,Fault_12627
561902.16728209,7495667.56119192,644.,Fault_12642
566244.77760804,7494876.34051816,688.,Fault_12642
566385.07789954,7494840.9257763,688.,Fault_12642
569626.27693119,7490363.58449989,629.,Fault_12642
571353.19026803,7485676.11480959,640.,Fault_12642
570368.81238706,7496845.96090111,643.,Fault_12644
574282.960749,7494845.53104698,663.,Fault_12644
579396.99379343,7492418.05813915,707.,Fault_12644
579998.53160966,7491861.57121131,718.,Fault_12644
583470.17858886,7487731.04032788,783.,Fault_12644
586001.21832681,7485081.98382786,715.,Fault_12644
589004.04918962,7484831.80815312,700.,Fault_12644
520343.17884566,7501712.97896174,540.,Fault_12647
523430.9410852,7498430.97971338,501.,Fault_12647
525704.70504445,7493463.00413042,525.,Fault_12647
526718.59949805,7491736.49932416,480.,Fault_12647
528289.45943397,7489080.52081917,428.,Fault_12647
529486.57355708,7487228.24070015,451.,Fault_12647
530691.43430111,7485795.52823793,421.,Fault_12647
548836.0704010499,7509272.83168071,565.,Fault_12658
548696.4036478,7503089.56673039,524.,Fault_12658
548771.48288559,7501629.77815787,529.,Fault_12658
550309.22222005,7500537.29586449,526.,Fault_12658
552794.04956652,7498772.5523466,545.,Fault_12658
572653.8623058,7427372.45545551,655.,Fault_14081
574996.20627219,7424822.77540761,481.,Fault_14081
578204.0130047087,7421210.058449306,379.,Fault_14081
511975.4630899804,7507594.169555455,523.,Fault_14378
514376.33966949,7506684.4202721,532.,Fault_14378
515243.85978289,7505523.4307279,504.,Fault_14378
516863.05789255,7502589.94232609,511.,Fault_14378
517381.03036753,7501996.4504586,518.,Fault_14378
517626.97828778,7501568.43814849,517.,Fault_14378
518839.30872175,7499930.93991049,540.,Fault_14378
519142.37342451,7498952.95056238,514.,Fault_14378
520002.38850294,7496934.94194691,504.,Fault_14378
520631.03544852,7495403.9455309,506.,Fault_14378
522126.17627707927,7421210.058449306,302.,Fault_14775
512715.58223162,7425917.81568263,253.,Fault_14775
511975.4630899804,7426349.693513688,247.,Fault_14775
562587.22954673,7444410.77630385,423.,Fault_15340
567142.24130634,7447991.85411121,445.,Fault_15340
570256.01883399,7449112.94984583,478.,Fault_15340
606314.57358447,7426442.2973983,454.,Fault_15497
605284.88123726,7424145.21989851,446.,Fault_15497
605101.30971741,7423395.18995975,436.,Fault_15497
604231.8378739723,7421210.058449306,445.,Fault_15497
615099.72016137,7445944.07905146,694.,Fault_15510
612178.73048805,7444812.48111429,531.,Fault_15510
609088.99754442,7443607.20862038,478.,Fault_15510
601643.88055311,7441170.55767591,616.,Fault_15510
599367.86872479,7440315.98982109,631.,Fault_15510
596278.10020363,7439210.95849098,583.,Fault_15510
593107.12031184,7439516.00108499,640.,Fault_15510
590827.00823735,7439461.95762095,667.,Fault_15510
588737.18390278,7439223.67500382,616.,Fault_15510
586079.30203617,7438557.29851055,595.,Fault_15510
586079.31845684,7437602.79158234,570.,Fault_15510
587074.82334848,7435877.46905906,641.,Fault_15510
587787.44072272,7434186.28936842,618.,Fault_15510
586342.35045908,7432340.21853521,576.,Fault_15510
585110.35365027,7430935.66441257,637.,Fault_15510
595340.77997391,7475216.88087953,649.,Fault_15531
596275.76176099,7473906.86029635,670.,Fault_15531
595031.6912969,7473067.32004362,619.,Fault_15531
594282.86045816,7472078.30055985,697.,Fault_15531
596022.37780852,7471432.31193762,615.,Fault_15531
596740.50991136,7471332.81192912,629.,Fault_15531
600422.58881694,7471331.84079454,620.,Fault_15531
604537.60970162,7470081.34750754,594.,Fault_15531
606894.69042814,7469758.85011086,590.,Fault_15531
611053.69947918,7468250.85001559,588.,Fault_15531
520903.52083879,7460937.09038972,473.,Fault_16397
526806.77013572,7460905.52143088,562.,Fault_16397
529396.60859074,7461215.96148827,527.,Fault_16397
530558.43972889,7460801.94997914,402.,Fault_16397
532880.91498297,7459751.87211157,374.91165,Fault_16397
533899.89213105,7459516.28654444,381.,Fault_16397
618914.97458638,7470851.89044462,577.,Fault_16398
622677.32839852,7469199.26996136,585.,Fault_16398
626185.22814615,7468709.42895909,598.,Fault_16398
632257.15070853,7468421.93949619,643.,Fault_16398
632796.97137288,7468265.91099108,646.,Fault_16398
635644.21125043,7467313.79988159,663.,Fault_16398
639509.6614103,7466130.67800721,687.,Fault_16398
642419.37278705,7465557.13495867,711.,Fault_16398
644270.745067956,7465449.130707046,714.,Fault_16398
567151.76612273,7432083.37357781,384.,Fault_16437
570207.05203314,7429796.45080227,435.,Fault_16437
572359.99928017,7428248.96807601,572.,Fault_16437
573433.24973712,7427528.94975324,719.,Fault_16437
576376.07707329,7425518.40553629,551.,Fault_16437
578022.97125279,7423394.3783799,531.,Fault_16437
578692.7351899685,7421210.058449306,385.,Fault_16437
566974.8406973,7434643.37675349,383.,Fault_16480
570520.12906979,7430676.95922639,426.,Fault_16480
571371.88021524,7430077.46849684,531.,Fault_16480
572643.9382001,7429002.98203502,541.,Fault_16480
574635.25006624,7426667.43060064,625.,Fault_16480
511975.4630899804,7466103.001094348,317.,Fault_16502
514279.96852975,7463844.06911961,337.,Fault_16502
517054.88203694,7461633.09011788,366.,Fault_16502
517187.71887851,7461492.10172958,353.,Fault_16502
517796.79109847,7459534.04905889,337.,Fault_16502
518395.41241885,7457367.52603888,324.,Fault_16502
602600.12363018,7469187.86603131,604.,Fault_16744
597489.34844059,7469667.79939131,636.,Fault_16744
592823.73061484,7470144.7996003,636.,Fault_16744
589115.08405104,7470324.73516288,670.,Fault_16744
586603.40124136,7470753.21867346,647.,Fault_16744
585087.34857828,7470846.22027366,646.,Fault_16744
583879.20132796,7470960.21011519,653.,Fault_16744
579739.75852605,7470960.80656096,678.,Fault_16744
578855.08091138,7470812.84889529,689.,Fault_16744
576293.71262126,7470941.41729128,740.,Fault_16744
572502.20008851,7470847.41121675,698.,Fault_16744
571225.08056504,7471076.90912106,884.,Fault_16744
567162.27753002,7472588.3373397,913.,Fault_16744
564907.79125102,7472971.30959359,756.,Fault_16744
563139.65042434,7472412.23930114,634.,Fault_16744
562000.57647216,7471997.14644267,622.,Fault_16744
567074.71630619,7478240.92666188,694.,Fault_16754
565489.34090637,7479184.88080296,839.,Fault_16754
560416.26865676,7482734.7473422,708.,Fault_16754
532234.76210811,7429894.00725918,319.,Fault_16814
524558.09278295,7430452.48022588,277.,Fault_16814
511975.4630899804,7434766.167466087,259.,Fault_16814
531009.8393847,7462104.42069439,437.,Fault_16825
526403.06843165,7464255.50058692,434.,Fault_16825
522079.71927133,7465806.56219287,526.,Fault_16825
521248.94839271,7466342.67068365,441.,Fault_16825
514102.432026,7470610.53146704,335.41754,Fault_16825
511975.4630899804,7472198.820962953,355.,Fault_16825
554706.66938245,7439143.80986739,385.,Fault_16896
549493.94066835,7440177.32794646,416.,Fault_16896
543328.4686823,7441469.90077794,424.,Fault_16896
536811.54935092,7442018.9392329,371.,Fault_16896
