X,Y,Z,formation
609389.64032658,7453018.52494163,532.,Bunjinah_Formation
609258.18164519,7452466.31999625,521.,Bunjinah_Formation
618399.13727727,7464842.31002212,550.,Bunjinah_Formation
618199.56123767,7465137.81942059,550.,Bunjinah_Formation
575721.1768989916,7509272.83168071,649.,Bunjinah_Formation
576791.372266,7509066.06901782,652.,Bunjinah_Formation
577106.32175948,7509099.07846191,652.,Bunjinah_Formation
577344.31175709,7509193.58097616,654.,Bunjinah_Formation
633677.88154983,7464843.83001195,635.,Bunjinah_Formation
636861.19938719,7464706.26191684,654.,Bunjinah_Formation
639509.6614103,7466130.67800721,687.,Bunjinah_Formation
639741.82987677,7466948.66979493,1016.,Bunjinah_Formation
638361.46855036,7468223.20256535,721.,Bunjinah_Formation
639514.30986685,7468585.68919323,858.,Bunjinah_Formation
638692.06198939,7469538.71736614,788.,Bunjinah_Formation
638313.37018867,7470139.2417625,788.,Bunjinah_Formation
637809.84850616,7471236.75998898,753.,Bunjinah_Formation
635153.94096749,7473077.82974058,795.,Bunjinah_Formation
633725.50192373,7473588.35903615,757.,Bunjinah_Formation
632717.64040821,7474186.33894856,747.,Bunjinah_Formation
632266.60947505,7474430.84911476,753.,Bunjinah_Formation
628854.05064431,7476230.89053029,752.,Bunjinah_Formation
625880.10073328,7478060.79045625,721.,Bunjinah_Formation
624698.20002968,7479601.30077386,696.,Bunjinah_Formation
625013.26926323,7481841.39010903,668.,Bunjinah_Formation
600187.56047549,7482102.35905359,669.,Bunjinah_Formation
597624.2581522,7482097.39837169,660.,Bunjinah_Formation
596089.56918807,7481634.90999949,648.,Bunjinah_Formation
594330.96871277,7480899.42876414,654.,Bunjinah_Formation
589835.44839202,7479644.90154884,685.,Bunjinah_Formation
587829.53956361,7479082.84925389,684.,Bunjinah_Formation
585256.70955137,7478307.3207567,702.,Bunjinah_Formation
549493.94066835,7440177.32794645,416.,Bunjinah_Formation
554174.2191615,7437652.32033391,401.,Bunjinah_Formation
558947.90956796,7435552.78913865,394.,Bunjinah_Formation
560760.4391817,7434664.23089305,376.,Bunjinah_Formation
562409.63843078,7434729.23032714,377.,Bunjinah_Formation
563442.77012203,7434184.76150462,388.,Bunjinah_Formation
564275.8506917,7434021.29053691,404.,Bunjinah_Formation
565568.63233357,7433588.83963634,400.,Bunjinah_Formation
567128.26892506,7433946.8784727,379.,Bunjinah_Formation
567060.25086137,7434255.38119643,383.,Bunjinah_Formation
566974.8406973,7434643.37675349,383.,Bunjinah_Formation
567071.35883587,7435403.87797295,387.,Bunjinah_Formation
569133.71126647,7433506.43135983,391.,Bunjinah_Formation
571925.07779737,7433776.50042638,407.,Bunjinah_Formation
575786.77004396,7435383.53034101,415.,Bunjinah_Formation
576993.28096886,7435680.55111284,420.,Bunjinah_Formation
577319.94956783,7437034.56988259,430.,Bunjinah_Formation
578255.47966413,7437899.59997449,432.,Bunjinah_Formation
578958.25780715,7439573.11907019,441.,Bunjinah_Formation
579637.76061303,7441361.15023764,445.,Bunjinah_Formation
580126.44921391,7443517.67797205,497.,Bunjinah_Formation
579806.42079831,7445120.18080171,491.,Bunjinah_Formation
579849.89178905,7446163.19844656,528.,Bunjinah_Formation
579747.07022076,7447024.1978122,538.,Bunjinah_Formation
580869.99988866,7446732.21959845,512.,Bunjinah_Formation
584540.65921645,7446771.33188619,523.,Bunjinah_Formation
586460.47902142,7446632.37943893,514.,Bunjinah_Formation
587692.63853881,7445491.90099943,501.,Bunjinah_Formation
589561.88085768,7445340.95137547,500.,Bunjinah_Formation
591978.81926679,7444831.4902576,526.,Bunjinah_Formation
593263.36968617,7445228.01934823,539.,Bunjinah_Formation
596299.71003341,7446390.10822832,513.,Bunjinah_Formation
599888.9490976,7447668.69959704,523.,Bunjinah_Formation
601982.07879045,7448845.77948662,522.,Bunjinah_Formation
604415.45921578,7449919.8403441,523.,Bunjinah_Formation
582824.69065342,7454352.92837033,595.,Bunjinah_Formation
511975.4630899804,7477108.258927861,422.,Bunjinah_Formation
514369.10217797,7474516.99966916,365.,Bunjinah_Formation
518430.580097,7471389.00874453,400.,Bunjinah_Formation
521701.78174212,7469232.50103737,436.,Bunjinah_Formation
523294.03954913,7468409.47937457,444.,Bunjinah_Formation
524372.34056118,7467817.959324,464.,Bunjinah_Formation
528718.83942068,7465770.40955983,446.,Bunjinah_Formation
531159.27029768,7465438.85975719,454.,Bunjinah_Formation
535352.90989588,7464690.27889999,428.,Bunjinah_Formation
537806.16015733,7464364.75022441,447.,Bunjinah_Formation
541059.32935031,7459777.11899743,441.,Bunjinah_Formation
543090.68828383,7456360.9895145,513.,Bunjinah_Formation
544077.05063196,7453930.4517404,522.,Bunjinah_Formation
542216.2496976,7462313.64002218,409.,Bunjinah_Formation
540501.32832346,7462811.66923918,402.,Bunjinah_Formation
540447.55980016,7460837.15073094,409.,Bunjinah_Formation
623835.5982706,7464069.52111796,584.,Jeerinah_Formation
623947.69081567,7464896.45930382,585.,Jeerinah_Formation
626709.33987502,7465276.06047403,595.,Jeerinah_Formation
626995.76812075,7465338.08109824,617.,Jeerinah_Formation
565723.66031327,7498946.35822771,609.,Jeerinah_Formation
568686.62053146,7498821.91132754,704.,Jeerinah_Formation
570037.89239834,7499457.43918623,718.,Jeerinah_Formation
570425.7694321,7499455.43934964,718.,Jeerinah_Formation
572110.65203428,7499376.4801875,755.,Jeerinah_Formation
574093.25854838,7499060.01082587,722.,Jeerinah_Formation
574378.43031138,7498848.51935903,813.,Jeerinah_Formation
528824.27900357,7461218.98042964,481.,Marra_Mamba_Iron_Formation
527447.83032981,7460641.00992187,540.,Marra_Mamba_Iron_Formation
